Method,Mode,Image,TP,TN,FP,FN,DICE,JACCARD,PRECISION,RECALL,ACCURACY,F1,SPECIFICITY,NPV,FDR,Overlap,Sigma
HistoKit (no postprocessing),constant,042c1e4d-d1be-7f85-b2e1-b98e0b68f672_101215_1.png,3927155,706138,1327009,29258,0.8527489645871263,0.7432976203680115,0.7474366997299665,0.9926049176362528,0.7735614970047884,0.8527489645871263,0.34731281112482276,0.9602146326604986,0.25256330027003343,0.25,
HistoKit (no postprocessing),constant,a2afe16d-3866-9541-f2c7-cc8ca97faf02_130229_2.png,1341489,2127394,37457,2330,0.9853872809441873,0.971195474329533,0.972836499761412,0.9982661355435516,0.9886603755839107,0.9853872809441873,0.9826976544806086,0.9989059615236529,0.027163500238588024,0.25,
HistoKit (no postprocessing),constant,15fe4c3f-571c-b45d-d559-12744253eeb9_122421_3.png,2461994,165970,883,210470,0.9588434341555897,0.9209406784828157,0.9996414762085155,0.9212449634494608,0.9255620277693544,0.9588434341555897,0.9947079165492979,0.4408936351078525,0.0003585237914845118,0.25,
HistoKit (no postprocessing),constant,78f7eac9-40c9-a096-07a4-a0166ddd84e8_103411_4.png,0,3170055,2145,0,0.0,0.0,0.0,,0.9993238131265368,,0.9993238131265368,1.0,1.0,0.25,
HistoKit (no postprocessing),constant,15fe4c3f-571c-b45d-d559-12744253eeb9_122421_1.png,4750704,1660501,262729,11108,0.9719866867786946,0.9455000964267184,0.9475949912963831,0.9976672745585085,0.9590373553374832,0.9719866867786946,0.8633917940131965,0.9933549053636347,0.05240500870361686,0.25,
HistoKit (no postprocessing),constant,73e02c87-178a-0dc6-cf2c-3f6aeb0c5685_124434_1.png,0,9474848,1898060,0,0.0,0.0,0.0,,0.8331068887570355,,0.8331068887570355,1.0,1.0,0.25,
HistoKit (no postprocessing),constant,adf4a334-3c2a-d6ae-0b72-c218c11535ea_115443_6.png,0,5887408,42179,0,0.0,0.0,0.0,,0.9928866883983657,,0.9928866883983657,1.0,1.0,0.25,
HistoKit (no postprocessing),constant,15fe4c3f-571c-b45d-d559-12744253eeb9_122421_5.png,3494525,267220,3446,819521,0.8946537110710333,0.809387718610712,0.9990148574702306,0.8100342462736837,0.8204975579709259,0.8946537110710332,0.9872684415478856,0.24589115529827255,0.0009851425297694007,0.25,
HistoKit (no postprocessing),constant,46e107b0-7f41-8fd8-abd7-fbe9d0e935a4_133028_1.png,0,8915425,346831,0,0.0,0.0,0.0,,0.9625543712028689,,0.9625543712028689,1.0,1.0,0.25,
HistoKit (no postprocessing),constant,adf4a334-3c2a-d6ae-0b72-c218c11535ea_115443_8.png,0,7387011,14580,0,0.0,0.0,0.0,,0.9980301532467817,,0.9980301532467817,1.0,1.0,0.25,
HistoKit (no postprocessing),constant,adf4a334-3c2a-d6ae-0b72-c218c11535ea_115443_5.png,0,5526695,30025,0,0.0,0.0,0.0,,0.9945966325458184,,0.9945966325458184,1.0,1.0,0.25,
HistoKit (no postprocessing),constant,f010c097-faf6-f2df-c82a-aca0270a9814_110553_3.png,543372,4197192,126509,1357,0.8947267023983007,0.8095072090674247,0.8111470544768399,0.9975088530260001,0.9737356807019922,0.8947267023983008,0.9707405761869288,0.9996767931016167,0.1888529455231601,0.25,
HistoKit (no postprocessing),constant,4a12a0e8-253e-42bb-77ff-6e284ada3080_105659_1.png,1910938,1399944,38834,10344,0.9872959664215483,0.9749106685522694,0.9800827994247533,0.9946160948783156,0.9853639518341935,0.9872959664215482,0.9730090396155626,0.992665327933018,0.019917200575246746,0.25,
HistoKit (no postprocessing),constant,c149f6be-4555-ddd6-581f-abc8aeab9698_132314_1.png,3641757,2092448,109420,92095,0.9730775926185457,0.9475668128615409,0.9708304886706226,0.9753351230846857,0.966050453862379,0.9730775926185455,0.9503058312305733,0.957842441187928,0.02916951132937742,0.25,
