Method,Mode,Image,TP,TN,FP,FN,DICE,JACCARD,PRECISION,RECALL,ACCURACY,F1,SPECIFICITY,NPV,FDR,Overlap,Sigma
HistoKit (postprocessed),constant,33-12_he_2_R1.png,4139959,14152546,769177,421134,0.8743102199534984,0.7766884229129106,0.8433172354565039,0.9076681839199507,0.9389045710845907,0.8743102199534984,0.9484525346034101,0.971103111911336,0.15668276454349606,0.9,
HistoKit (postprocessed),constant,TCGA-2Y-A9GY-01Z-00-DX1.9AF8DAB8-B99C-4484-A065-20E7345E1FF4_R1.png,20455293,16380076,153483,8572742,0.8241985167016471,0.7009674068360666,0.9925525416938881,0.7046737059535721,0.8084741065029463,0.8241985167016471,0.9907168807393496,0.6564419297251316,0.00744745830611192,0.9,
HistoKit (postprocessed),constant,223-98_he_R1.png,6095893,34505186,933767,80555,0.9231929649522781,0.8573429917379433,0.8671675443762572,0.9869577142072595,0.9756262831637739,0.9231929649522782,0.9736513942722856,0.9976708609481578,0.13283245562374282,0.9,
HistoKit (postprocessed),constant,TCGA-EC-A1QX-01Z-00-DX1.D94B9C3B-F06F-4300-B492-E2534AF4D703_R1.png,9316578,48872443,417807,7741272,0.6954685191436997,0.5331174673432879,0.9570792607853501,0.546175397251119,0.877026184623222,0.6954685191436997,0.9915235366020664,0.8632615436029945,0.04292073921464992,0.9,
HistoKit (postprocessed),constant,10-99_he_R1.png,7120361,12246327,1098405,131028,0.9205287212700842,0.8527588824347043,0.8663540244362719,0.9819306342550372,0.9403075462607741,0.9205287212700842,0.917689991825988,0.9894138933560522,0.13364597556372818,0.9,
HistoKit (postprocessed),constant,TCGA-08-0520-01Z-00-DX1.2d50b1bc-c1d8-41a4-b42f-19d9916a5ef6_R1.png,21518189,19601772,609655,1174742,0.9601881716681606,0.9234249366143311,0.9724485132848912,0.9482331303964217,0.9584098892704559,0.9601881716681606,0.9698361229021583,0.9434581758999608,0.027551486715108802,0.9,
HistoKit (postprocessed),gaussian,TCGA-AX-A1CF-01Z-00-DX2.97DE8134-0D44-4FCE-BA8A-46AD7D215133_R1.png,118225196,195116073,10991213,5594068,0.9344547715214843,0.8769733527461667,0.9149394950296135,0.9548206973674145,0.9497303839293928,0.9344547715214843,0.9466723704275064,0.9721286230375376,0.08506050497038654,0.9,1.75
HistoKit (postprocessed),constant,33-00_he_R2.png,25043564,43741042,1065466,3241000,0.9208276989382242,0.8532721772345718,0.959191666637941,0.8854145321101644,0.941080820377077,0.9208276989382242,0.9762207311491446,0.931016195507211,0.040808333362059024,0.9,
HistoKit (postprocessed),gaussian,2-12_he_1_R4.png,5317701,4922447,182704,261564,0.9599024158661765,0.9228964959721234,0.9667835368486503,0.9531185559388199,0.9584190656747172,0.9599024158661765,0.9642118323238626,0.9495440885445652,0.03321646315134977,0.75,0.75
HistoKit (postprocessed),constant,33-00_he_R1.png,13083244,23519058,1717121,1002177,0.9058603425227896,0.827920216886625,0.8839811720859587,0.928850049991406,0.9308446756998698,0.9058603425227897,0.9319579640008101,0.9591302395658293,0.1160188279140413,0.9,
HistoKit (postprocessed),constant,TCGA-CV-7099-01A-02-BS2.1e152adb-e0cb-4962-8004-a9d9310c5e30_R1.png,16246952,36615660,137834,365256,0.9847534596636287,0.9699648514314173,0.9915876838428039,0.9780127963724028,0.9905727839952335,0.9847534596636287,0.9962497715183215,0.9901231218826488,0.008412316157196072,0.9,
HistoKit (postprocessed),constant,TCGA-CJ-5683-01Z-00-DX1.4758DFEF-5B66-43AC-B88B-FFF4079DB129_R1.png,21371691,67047828,3467654,4389493,0.8447220383802707,0.7311851056138462,0.8603967214111322,0.8296082586887311,0.9183899139174595,0.8447220383802707,0.9508242175810413,0.9385546246898032,0.13960327858886779,0.9,
HistoKit (postprocessed),gaussian,390-02_he_2_R1.png,4016448,27022808,1338206,2342202,0.6857924971468341,0.5218296925393953,0.7500854396941427,0.6316510580075959,0.8939964395968809,0.685792497146834,0.952815297788718,0.9202383380765067,0.2499145603058573,0.75,0.75
HistoKit (postprocessed),gaussian,1083_he_R1.png,0,17075204,4814812,0,0.0,0.0,0.0,,0.7800452955356451,,0.7800452955356451,1.0,1.0,0.75,0.75
HistoKit (postprocessed),gaussian,TCGA-KM-8441-01Z-00-DX1.D2CA0ADE-7EDF-49A6-989C-2761F1CFE340_R1.png,4493331,3751422,172025,553770,0.9252717412288157,0.8609355282857705,0.9631271439950134,0.8902795882230214,0.9190913420228062,0.9252717412288157,0.9561546262763331,0.8713715903959685,0.03687285600498654,0.75,0.75
HistoKit (postprocessed),gaussian,2-12_he_1_R3.png,4177010,3827299,134222,182749,0.9634446627842193,0.9294676590755502,0.9688669039383638,0.95808277475888,0.9619083842870327,0.9634446627842194,0.9661185691051493,0.9544272288012513,0.03113309606163621,0.75,0.75
HistoKit (postprocessed),constant,13-23_he_R1.png,7538673,41464113,6547216,3846390,0.5919427746556155,0.4203968162663541,0.5351932703715044,0.6621547021742435,0.8250128391636987,0.5919427746556155,0.8636318523905055,0.915110410493567,0.46480672962849556,0.9,
HistoKit (postprocessed),gaussian,2-12_he_1_R2.png,5143247,5094828,190035,230194,0.9607509225745356,0.9244664666478295,0.96436809454291,0.9571607839371457,0.9605726201842244,0.9607509225745356,0.9640416411929694,0.9567712584098245,0.035631905457090024,0.75,0.75
HistoKit (postprocessed),constant,TCGA-UT-A97Y-01Z-00-DX1.19376AE8-F20F-49A8-BD6C-3998FD71628E_R1.png,39113117,34405765,2754582,4346614,0.9167771020409263,0.846342062901595,0.9342074662378747,0.8999852530150267,0.911917773138349,0.9167771020409262,0.9258730818633099,0.887836202262576,0.06579253376212531,0.9,
HistoKit (postprocessed),constant,TCGA-PG-A7D5-01Z-00-DX1.3B12F210-014B-408D-83A9-9D23BD5E306A_R1.png,32622097,50292383,890263,3027347,0.9433558731348303,0.8927848545693046,0.97343478644894,0.9150801061581774,0.9548829240434038,0.9433558731348304,0.9826061552190951,0.9432227620057341,0.026565213551059966,0.9,
HistoKit (postprocessed),gaussian,390-02_he_2_R2.png,2681192,29083432,2671745,1586671,0.5573740229502744,0.38636072815640304,0.500882412776388,0.6282282256951547,0.8817863234196781,0.5573740229502745,0.9158642699425041,0.9482665252216467,0.499117587223612,0.75,0.75
HistoKit (postprocessed),gaussian,11-22_he_R1.png,12327192,19173089,226061,717727,0.9631306485478729,0.9288833228593517,0.9819918390874461,0.9449803406215094,0.9709103072120824,0.9631306485478729,0.9883468605583234,0.963916663851297,0.018008160912553903,0.75,0.75
HistoKit (postprocessed),gaussian,47-07b_he_2_R1.png,10534700,36961259,369708,303293,0.9690466108135896,0.9399519134209594,0.9660955459480239,0.9720157597444472,0.9860283261253721,0.9690466108135896,0.9900964794188161,0.9918610855700076,0.03390445405197604,0.75,0.75
HistoKit (postprocessed),gaussian,2-12_he_1_R1.png,4942892,4937968,162210,231746,0.961676462634269,0.92618189613045,0.9682259042032852,0.9552150314669354,0.9616580968457246,0.9616764626342689,0.9681952276959745,0.9551723751062438,0.03177409579671474,0.75,0.75
